Simulation Parameters
Resistance,1000
Capacitance, 0.01

Input Voltage 1
Type, sinusoidalAmplitude, 10Frequency, 1000Phase Angle, 0DC Offset, 0

Simulation Results
t,V_in,V_out
0.04525,10,9.99989
0.0453125,9.2388,9.23865
0.045375,7.07107,7.07089
0.0454375,3.82683,3.82663
0.0455,-2.12677e-012,-0.000211204
0.0455625,-3.82683,-3.82704
0.045625,-7.07107,-7.07125
0.0456875,-9.2388,-9.23894
0.04575,-10,-10.0001
0.0458125,-9.2388,-9.23886
0.045875,-7.07107,-7.0711
0.0459375,-3.82683,-3.82684
0.046,2.01896e-012,3.23842e-007
0.0460625,3.82683,3.82683
0.046125,7.07107,7.07104
0.0461875,9.2388,9.23873
0.04625,10,9.99989
0.0463125,9.2388,9.23865
0.046375,7.07107,7.07089
0.0464375,3.82683,3.82663
0.0465,-1.91116e-012,-0.000211197
0.0465625,-3.82683,-3.82704
0.046625,-7.07107,-7.07125
0.0466875,-9.2388,-9.23894
0.04675,-10,-10.0001
0.0468125,-9.2388,-9.23886
0.046875,-7.07107,-7.0711
0.0469375,-3.82683,-3.82684
0.047,1.80335e-012,3.30871e-007
0.0470625,3.82683,3.82683
0.047125,7.07107,7.07104
0.0471875,9.2388,9.23873
0.04725,10,9.99989
0.0473125,9.2388,9.23865
0.047375,7.07107,7.07089
0.0474375,3.82683,3.82663
0.0475,-2.26398e-012,-0.00021119
0.0475625,-3.82683,-3.82704
0.047625,-7.07107,-7.07125
0.0476875,-9.2388,-9.23894
0.04775,-10,-10.0001
0.0478125,-9.2388,-9.23886
0.047875,-7.07107,-7.0711
0.0479375,-3.82683,-3.82684
0.048,2.15617e-012,3.379e-007
0.0480625,3.82683,3.82683
0.048125,7.07107,7.07104
0.0481875,9.2388,9.23873
0.04825,10,9.99989
0.0483125,9.2388,9.23865
0.048375,7.07107,7.07089
0.0484375,3.82683,3.82663
0.0485,-2.04837e-012,-0.000211183
0.0485625,-3.82683,-3.82704
0.048625,-7.07107,-7.07125
0.0486875,-9.2388,-9.23894
0.04875,-10,-10.0001
0.0488125,-9.2388,-9.23886
0.048875,-7.07107,-7.0711
0.0489375,-3.82683,-3.82684
0.049,1.94056e-012,3.44928e-007
0.0490625,3.82683,3.82683
0.049125,7.07107,7.07104
0.0491875,9.2388,9.23873
0.04925,10,9.99989
0.0493125,9.2388,9.23865
0.049375,7.07107,7.07089
0.0494375,3.82683,3.82663
0.0495,-2.40119e-012,-0.000211176
0.0495625,-3.82683,-3.82704
0.049625,-7.07107,-7.07125
0.0496875,-9.2388,-9.23894
0.04975,-10,-10.0001
0.0498125,-9.2388,-9.23886
0.049875,-7.07107,-7.0711
0.0499375,-3.82683,-3.82684
0.05,2.29338e-012,3.51956e-007
0.0500625,3.82683,3.82683
0.050125,7.07107,7.07104
0.0501875,9.2388,9.23873
0.05025,10,9.99989
